# Constructed from biom file
#OTU ID	SRR34584690	SRR34584691	SRR34584692	SRR34584693	SRR34584694	SRR34584695	SRR34584696	SRR34584697	SRR34584698	SRR34584699	SRR34584700	SRR34584701
53802cac14871de28be80e111880e26f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
344230c12cfdcd921177e72e9faed151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	924.0	0.0	0.0	0.0
d84ca6f0c9922d561bf39009a44c78b0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
9c36367912fc8f3e7df3962f028259f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
27a23c1e53d1f9abd8aa0e16a14b3be1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
8d081e2822f99d147573a60739f217c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
a4c240c8f5520cc6562c4851416df0e2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
a2e65d7c30ddc9e6cbd825b87122c707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
eaef16c039d22a309fccacdf8ebf19ed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
57ed4343cd3fa51042782879d793aa10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
1bb276e14aa4d887f5ace5fedebbec49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
848dde87562d1425a6e6d769cae02309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
ac450909250e5926f32bdd934d05bca3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
cd28478dd42af8affa9fd810920b2166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
7ce266e7a5205be246b1bc13c122838e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
d237c1b26c36a6c592eeeb1c2ed2231d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
6587b417fe3a6ba965e3fee888497189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
05252b6d5c7f02914c7d8bf8675b3c88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
4c04c26d6989a729724c8951479fd1d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0
b108f32444a12ef80a18bc72083f3724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
aafdde0badd42c2dee49a61b55a09f0c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	366.0	0.0	0.0	0.0
fbaf5578db534eb5dc0c8531a86f616c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0
ace31c5cf058ca4f690a752b65c835e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	0.0	0.0	0.0
fd93c8352447db3c3eea36e2e0eb2b28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2531.0	0.0	0.0	0.0
afc185c4bd2c40b3ec15c34d1e360748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
bba944d88471033df007863702b5d572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
6752c859c8b4ff0981619aa59c4b9efe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
a8e7830af60d3b8387c234494b1855e9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
09395209fa2b5967153f9f9f042472b0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
885a7f786d292c9e8a8a09b8306da6a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
f1adc92c114c78869e6838bf161ca278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
a1a9674664ebcf3acb96632155103bde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0
f9ce682ed694794a0e1a8dfdac9106ee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0
11c6a4093da68b74b3aa3457a70cc717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
59c8796713adc7a2dd4b1c7ea12162e3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
ff0f17d68e0221a4ee989caf9840bfc7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
938b26ea4905a9a73e0e821f36c6965e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0
61ceffdfddf031e4e558df356c11c0dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
2f72a00077a4b068b95f5e1e99e663a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
bc42ce02eaa5af8267c2d61af2159942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
0f17401631b1fa4785fb1888069b077f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
ab15190cff711a6168749dc22d3af265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
d55a10b33fc15125273596c90654a562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
f0f5b8557ff4e26a49c36c7bebccbb35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
10438d95751691367c3b5fe3a5f5f636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
f80158f2bcc5633792b686b1a327c118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
74eee4086015c787541d60405ca11b9d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
e6eec8176e75d43a9a293e1a2ac2e41c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
44ef9eb5908c2f8b28299b4acbde6e6e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
441e8a072cd4f3f0786615170ec4cdc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
17e7d47a1a9d303473a883f133914322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
b280ddc375154cad52c7b62e5f705385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
23e59494b1a35227aec13e348a755c45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
bbf542e9870613605f0d14383cbbb991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1336.0	0.0	0.0	0.0
1cfa53a6c80f7d6cbcea3ef561efd9f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0
4153bf30bf89c2443f0b9c67ae3446be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0
b6cc3a85a2401da3706840da55185c13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0
dd82dd03ab6a22f722412c167e8f3b76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0
0b1f0d6361d55f9d5f1a2d92c599f4e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0
f33e7c4abaf5c86f46c0976786eefc83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
94150d319a21095bd63df464636e7774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	325.0	0.0	0.0	0.0
f9cd2ab3f1b8001f98107d802e9c6397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246.0	0.0	0.0	0.0
749d40892542ee088686dbcbfda2147b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0
8453aef1e7cfa90d4e9cfd89ad4821ba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0
eae7872f488de30a166244d4c1bebafd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
f0f0558bdd75d6be62c7131bf224f365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
17c428c54c1846671cd9857d2377ce24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0
999328313e6fd5c288e2115e9a0a9413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
86f15571bf5356ca342efcc77a9b639f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
c2b9a102113192f25a1b046bda9d6575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0
e98068d770b96d9f7e7a9beafb36a016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
3534d37a3fce917406197ab6fb81bef9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
f03c5dae7fec307c1558b272bf9ff444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
70ef2e4ae3f4abdf857e66186a41cb1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
ededd3a982b0ca42438667d5eb7d09a0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
bfb70825e670b61f7062807082f1c8b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
f94b434a9a37a01145fa7089e5ef2d4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
9f9c5d5f8e0ee1206800c3210c0f6888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0
637505f6da4f0d25d51dbf7e970b0844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
5f9bd6711c9ae690d6e3e10a83b98e85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
97cb86ac3b4ff555db781176195bb5d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
c3196b341be9f0d5fd314e7c6c8d8f4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
e6a3cd1f9dfe61fc5b74b32d16490404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0
a38002d3634411899880ea18a2c1748c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
3c2a8ae5b405110522771c084be7d457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0
bdef9295ec64817da7f65b35b6f1f325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0
c6cd8ade7a1769e90b3ce4bbc4be2207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0
c5e4d4bf22cbf338950aec2920697e51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
b8f1af7d15eca0fed55334ed3da1a44d	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ce1cd28a10d2a01faecfb822a6f6cc70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
2eaac8f30f41296c45d11eac21fb9813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
8439cc4506236318d50a846ce5a7931e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
157a087285817680ed5cf9b5341d4f5f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
dc061e5bf762f1f8f69a3cc6d499e5db	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
0a2bed07b5dff81736d6ed9260e0bbde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	403.0	0.0	0.0
2e1cde265a282be5c9fbaccd6424b583	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1729.0	0.0	0.0
ec48eeb591fe11fd106ed2ba89fa004e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
0fdc11d6dd77939af19d273b48ec98be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
aa59a53410cc0874e447d4103f64f24d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0
d82aaa1ace8cd52765dcf4b343c2e236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
0c415a32b01e92f157b3875e5d7c4924	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0
4ab754bc70964d8cbceeacdd6911e725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0
c8975d4d3e251264d192b10b55ee4a98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0
0a9cc204b4b77ebcb9baa38da2a20807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
31b8d7a8652ab3b6f6a3279b04cca54a	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	599.0	0.0	0.0
c51cc616fc813e4877586c33d60eac47	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
31df2533d0b607123b1fa3e8ef7ad976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
